項番	番号	都道府県	遺跡名	所在地	サンプル採取地点等	試料の種類	試料コード1	試料コード2	時代	時代詳細	時代コード	試料番号	測定方法	C14年代	C14年代±	暦年較正用C14年代	暦年較正用C14年代±	δ13C（AMS）	δ13C（AMS）±	δ13C（IRMS）	分析者（著者）	分析機関	刊行年	報告タイトル	ページ	備考	報告書名	発行者
1828	8085	13：東京都	鈴木遺跡	小平市鈴木	Ogグリッド　Ⅳ層	炭化物	T	h	旧石器時代	----	A	Gak-7619	β線法	12010	490	----	----	----	----	----	山田裕(農林水産省)	学習院大学理学部年代測定室	1980	鈴木遺跡土壌中の炭化物および非加水分解性腐植の14C年代	483-487	----	鈴木遺跡Ⅱ　都市計画道路小平2･1･3号線内	小平市鈴木遺跡調査会
1829	8086	13：東京都	鈴木遺跡	小平市鈴木	Oe,Ofグリッド境界部およびNe,Ocグリッド境界部　Ⅴ層	炭化物	T	h	旧石器時代	----	A	Gak-7620	β線法	14650	630	----	----	----	----	----	山田裕(農林水産省)	学習院大学理学部年代測定室	1980	鈴木遺跡土壌中の炭化物および非加水分解性腐植の14C年代	483-487	----	鈴木遺跡Ⅱ　都市計画道路小平2･1･3号線内	小平市鈴木遺跡調査会
1830	8087	13：東京都	鈴木遺跡	小平市鈴木	Ⅱa層	非加水分解性腐植	T	l	不明	----	A,B,C,D,E,F,G,H	N-3204	β線法	2180	70	----	----	----	----	----	山田裕(農林水産省)	社団法人日本アイソトープ協会	1980	鈴木遺跡土壌中の炭化物および非加水分解性腐植の14C年代	483-487	----	鈴木遺跡Ⅱ　都市計画道路小平2･1･3号線内	小平市鈴木遺跡調査会
1831	8072	13：東京都	鈴木遺跡	小平市鈴木	Ⅰb層	腐植酸	T	l	不明	----	A,B,C,D,E,F,G,H	N-2990	β線法	1440	85	----	----	----	----	----	山田裕(農林省)	社団法人日本アイソトープ協会	1978	鈴木遺跡の腐植の14C年代測定	436-440	----	鈴木遺跡Ⅰ　都市計画道路小平2･1･3号線内	小平市鈴木遺跡調査会
1832	7691	13：東京都	鉢山町遺跡	渋谷区鉢山町	5号住居跡	炭化物	T	h	弥生時代後期	----	C	Gak-17341	β線法	1970	120	----	----	----	----	----	パリノ･サーヴェイ	学習院大学理学部年代測定室	1994	遺構内覆土の分析	187-199	----	鉢山町　都立第一商業高等学校内阿埋蔵文化財発掘調査報告書	都立学校遺跡調査会
1833	7690	13：東京都	鉢山町遺跡	渋谷区鉢山町	5号住居跡	炭化物	T	h	弥生時代後期	----	C	Gak-17340	β線法	2160	170	----	----	----	----	----	パリノ･サーヴェイ	学習院大学理学部年代測定室	1994	遺構内覆土の分析	187-199	----	鉢山町　都立第一商業高等学校内阿埋蔵文化財発掘調査報告書	都立学校遺跡調査会
1834	6872	13：東京都	錦糸四丁目遺跡	墨田区錦糸	D地点　9層	ヤマトシジミ	M	n	不明	----	A,B,C,D,E,F,G,H	Beta-371839	AMS法	1060	30	----	----	----	----	-7	吉川昌伸(古代の森研究舎)	Beta Analytic Inc.	2014	墨田区錦糸四丁目遺跡における環境変遷	61-69	----	錦糸四丁目遺跡	伊藤忠都市開発株式会社
1835	7533	13：東京都	長戸長府藩毛利家屋敷跡遺跡	港区六本木	MRM-C地点　下部　Ae層中部	常緑広葉樹　葉片および木材化石	T	d	近世	----	G	Beta-143555	β線法	170	30	----	----	----	----	-27.4	吉川昌伸･吉川純子(古代の森研究舎)	Beta Analytic Inc.	2004	旧長府藩邸内における江戸時代以降の庭園の植生史	27-40	----	港区内近世都市江戸関連発掘調査報告書29−2　長門長府藩毛利家屋敷跡遺跡発掘調査報告書Ⅱ	六本木六丁目地区市街地再開発組合
1836	6422	13：東京都	阿波徳島藩蜂須賀家上屋敷跡	千代田区丸の内	B区040号南壁	貝殻	M	n	不明	----	A,B,C,D,E,F,G,H	IAAA-140915	AMS法	3810	30	3810	27	-1.66	0.69	----	パリノ・サーヴェイ	パリノ・サーヴェイ	2015	土壌試料の分析･岩石鑑定･樹種同定	107-113	----	阿波徳島藩蜂須賀家上屋敷跡	千代田区教育委員会　東日本旅客鉄道株式会社　鉄建建設株式会社
1837	8057	13：東京都	陸奥弘前藩津軽家上屋敷跡	墨田区亀沢	Ⅱ区深堀5層	マガキ	M	n	弥生時代	----	C	Beta-300964	β線法	2520	40	----	----	----	----	-0.5	古代の森研究舎	地球科学研究所	2011	陸奥弘前藩津軽家上屋敷跡における環境変遷	271-273	----	陸奥弘前藩津軽家上屋敷跡−すみだ北斎美術館建設計画に伴う埋蔵文化財発掘調査報告書−	墨田区文化振興課　墨田区教育委員会
1838	8058	13：東京都	陸奥弘前藩津軽家上屋敷跡	墨田区亀沢	Ⅱ区深堀7層	マガキ	M	n	弥生時代	----	C	Beta-300965	β線法	2690	40	----	----	----	----	-1.2	古代の森研究舎	地球科学研究所	2011	陸奥弘前藩津軽家上屋敷跡における環境変遷	271-273	----	陸奥弘前藩津軽家上屋敷跡−すみだ北斎美術館建設計画に伴う埋蔵文化財発掘調査報告書−	墨田区文化振興課　墨田区教育委員会
1839	8056	13：東京都	陸奥弘前藩津軽家上屋敷跡	墨田区亀沢	062号下層試料　第4遺構面	バカガイ	M	n	江戸時代	----	G	Beta-300963	β線法	730	40	----	----	----	----	0.3	古代の森研究舎	地球科学研究所	2011	陸奥弘前藩津軽家上屋敷跡における環境変遷	271-273	----	陸奥弘前藩津軽家上屋敷跡−すみだ北斎美術館建設計画に伴う埋蔵文化財発掘調査報告書−	墨田区文化振興課　墨田区教育委員会
1840	6497	13：東京都	雨間地区遺跡	あきる野市雨間	11号住居址	炭化材(クヌギ節)	T	f	古墳時代後期	鬼高期	D	GaK-19256	β線法	1330	100	----	----	----	----	----	パリノ・サーヴェイ	学習院大学理学部年代測定室	1998	自然科学分析	363-367	----	雨間地区遺跡群	あきる野市雨間土地区画整地組合
1841	6498	13：東京都	雨間地区遺跡	あきる野市雨間	12号住居址	炭化材(広葉樹)	T	f	古墳時代後期	鬼高期	D	GaK-19257	β線法	2500	190	----	----	----	----	----	パリノ・サーヴェイ	学習院大学理学部年代測定室	1998	自然科学分析	363-367	----	雨間地区遺跡群	あきる野市雨間土地区画整地組合
1842	6499	13：東京都	雨間地区遺跡	あきる野市雨間	13号住居址	炭化材	T	f	古墳時代後期	鬼高期	D	GaK-19258	β線法	2580	170	----	----	----	----	----	パリノ・サーヴェイ	学習院大学理学部年代測定室	1998	自然科学分析	363-367	----	雨間地区遺跡群	あきる野市雨間土地区画整地組合
1843	6500	13：東京都	雨間地区遺跡	あきる野市雨間	13号住居址	炭化材	T	f	古墳時代後期	鬼高期	D	GaK-19259	β線法	1170	140	----	----	----	----	----	パリノ・サーヴェイ	学習院大学理学部年代測定室	1998	自然科学分析	363-367	----	雨間地区遺跡群	あきる野市雨間土地区画整地組合
1844	6501	13：東京都	雨間地区遺跡	あきる野市雨間	14号住居址	炭化材(カエデ属)	T	f	古墳時代後期	鬼高期	D	GaK-19260	β線法	3310	240	----	----	----	----	----	パリノ・サーヴェイ	学習院大学理学部年代測定室	1998	自然科学分析	363-367	----	雨間地区遺跡群	あきる野市雨間土地区画整地組合
1845	6487	13：東京都	雨間地区遺跡	あきる野市雨間	6号集石土坑	炭化材	T	f	縄文時代中期	----	B	GaK-18682	β線法	4390	100	----	----	----	----	----	パリノ・サーヴェイ	学習院大学理学部年代測定室	1998	自然科学分析	363-367	----	雨間地区遺跡群	あきる野市雨間土地区画整地組合
1846	6488	13：東京都	雨間地区遺跡	あきる野市雨間	7号集石土坑	炭化材	T	f	縄文時代中期	----	B	GaK-18163	β線法	5680	340	----	----	----	----	----	パリノ・サーヴェイ	学習院大学理学部年代測定室	1998	自然科学分析	363-367	----	雨間地区遺跡群	あきる野市雨間土地区画整地組合
1847	6489	13：東京都	雨間地区遺跡	あきる野市雨間	15号集石土坑	炭化材	T	f	縄文時代中期	----	B	GaK-19261	β線法	3590	150	----	----	----	----	----	パリノ・サーヴェイ	学習院大学理学部年代測定室	1998	自然科学分析	363-367	----	雨間地区遺跡群	あきる野市雨間土地区画整地組合
1848	6490	13：東京都	雨間地区遺跡	あきる野市雨間	16号集石土坑	炭化材	T	f	縄文時代中期	----	B	GaK-18684	β線法	4860	110	----	----	----	----	----	パリノ・サーヴェイ	学習院大学理学部年代測定室	1998	自然科学分析	363-367	----	雨間地区遺跡群	あきる野市雨間土地区画整地組合
1849	6491	13：東京都	雨間地区遺跡	あきる野市雨間	9号集石土坑	炭化材	T	f	縄文時代中期	----	B	GaK-18685	β線法	5190	140	----	----	----	----	----	パリノ・サーヴェイ	学習院大学理学部年代測定室	1998	自然科学分析	363-367	----	雨間地区遺跡群	あきる野市雨間土地区画整地組合
1850	6492	13：東京都	雨間地区遺跡	あきる野市雨間	13号集石土坑	炭化材	T	f	縄文時代中期	----	B	GaK-18686	β線法	5320	100	----	----	----	----	----	パリノ・サーヴェイ	学習院大学理学部年代測定室	1998	自然科学分析	363-367	----	雨間地区遺跡群	あきる野市雨間土地区画整地組合
1851	6493	13：東京都	雨間地区遺跡	あきる野市雨間	1号住居址	炭化材(トネリコ属)	T	f	古墳時代後期	鬼高期	D	GaK-19252	β線法	2820	160	----	----	----	----	----	パリノ・サーヴェイ	学習院大学理学部年代測定室	1998	自然科学分析	363-367	----	雨間地区遺跡群	あきる野市雨間土地区画整地組合
1852	6494	13：東京都	雨間地区遺跡	あきる野市雨間	4号住居址	炭化材(タケ亜科)	T	f	古墳時代後期	鬼高期	D	GaK-19253	β線法	2320	180	----	----	----	----	----	パリノ・サーヴェイ	学習院大学理学部年代測定室	1998	自然科学分析	363-367	----	雨間地区遺跡群	あきる野市雨間土地区画整地組合
1853	6495	13：東京都	雨間地区遺跡	あきる野市雨間	9号住居址	炭化材	T	f	古墳時代後期	鬼高期	D	GaK-19254	β線法	1880	80	----	----	----	----	----	パリノ・サーヴェイ	学習院大学理学部年代測定室	1998	自然科学分析	363-367	----	雨間地区遺跡群	あきる野市雨間土地区画整地組合
1854	6496	13：東京都	雨間地区遺跡	あきる野市雨間	10号住居址	炭化材(アカガシ亜属)	T	f	古墳時代後期	鬼高期	D	GaK-19255	β線法	2660	220	----	----	----	----	----	パリノ・サーヴェイ	学習院大学理学部年代測定室	1998	自然科学分析	363-367	----	雨間地区遺跡群	あきる野市雨間土地区画整地組合
1855	6482	13：東京都	雨間地区遺跡	あきる野市雨間	3号集石土坑	炭化材(クリ)	T	f	縄文時代中期	----	B	GaK-16125	β線法	3010	150	----	----	----	----	----	パリノ・サーヴェイ	学習院大学理学部年代測定室	1998	自然科学分析	363-367	----	雨間地区遺跡群	あきる野市雨間土地区画整地組合
1856	6483	13：東京都	雨間地区遺跡	あきる野市雨間	4号集石土坑	炭化材(コナラ節)	T	f	縄文時代中期	----	B	GaK-16126	β線法	6580	310	----	----	----	----	----	パリノ・サーヴェイ	学習院大学理学部年代測定室	1998	自然科学分析	363-367	----	雨間地区遺跡群	あきる野市雨間土地区画整地組合
1857	6484	13：東京都	雨間地区遺跡	あきる野市雨間	4号集石土坑	炭化材(クヌギ節)	T	f	縄文時代中期	----	B	GaK-16127	β線法	4480	90	----	----	----	----	----	パリノ・サーヴェイ	学習院大学理学部年代測定室	1998	自然科学分析	363-367	----	雨間地区遺跡群	あきる野市雨間土地区画整地組合
1858	6485	13：東京都	雨間地区遺跡	あきる野市雨間	26号集石土坑	炭化材	T	f	縄文時代中期	----	B	GaK-18681	β線法	4120	120	----	----	----	----	----	パリノ・サーヴェイ	学習院大学理学部年代測定室	1998	自然科学分析	363-367	----	雨間地区遺跡群	あきる野市雨間土地区画整地組合
1859	6486	13：東京都	雨間地区遺跡	あきる野市雨間	27A集石土坑	炭化材	T	f	縄文時代中期	----	B	GaK-19262	β線法	5070	200	----	----	----	----	----	パリノ・サーヴェイ	学習院大学理学部年代測定室	1998	自然科学分析	363-367	----	雨間地区遺跡群	あきる野市雨間土地区画整地組合
1860	6481	13：東京都	雨間地区遺跡	あきる野市雨間	3号集石土坑	炭化材(クリ)	T	f	縄文時代中期	----	B	GaK-16124	β線法	4570	210	----	----	----	----	----	パリノ・サーヴェイ	学習院大学理学部年代測定室	1998	自然科学分析	363-367	----	雨間地区遺跡群	あきる野市雨間土地区画整地組合
1861	6480	13：東京都	雨間地区遺跡	あきる野市雨間	1号集石土坑	炭化材(クリ)	T	f	縄文時代中期	----	B	GaK-16123	β線法	5090	80	----	----	----	----	----	パリノ・サーヴェイ	学習院大学理学部年代測定室	1998	自然科学分析	363-367	----	雨間地区遺跡群	あきる野市雨間土地区画整地組合
1862	7692	13：東京都	飯田町遺跡	千代田区飯田橋	深堀2区A地点　木本質混じり泥炭層下部	炭化材(ケヤキ)	T	f	不明	----	A,B,C,D,E,F,G,H	PLD-1039	β線法	1580	60	----	----	----	----	-27.2	パレオ･ラボ	パレオ･ラボ	2001	飯田町遺跡の自然科学分析	259	----	飯田町遺跡	日本貨物鉄道株式会社　東日本旅客鉄道株式会社　千代田区飯田町土地区画整理組合　千代田区飯田町遺跡調査会
1863	3861	13：東京都	駒形遺跡	台東区駒形1-4	2次,50号遺構,覆土,No.3	炭化材,	T	f	中世	----	F	Beta-201259	AMS法	360	40	----	----	-25.6	----	-25.6	学術創成研究グループ	Beta Analytic Inc.	2009	地域別測定データ	139-524	TTUD-C3	弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書	国立歴史民俗博物館
1864	6876	13：東京都	駒形遺跡	台東区駒形	2次調査　人骨周辺出土	炭化材(広葉樹?)	T	f	中世	----	F	Beta-201258	AMS法	420	40	----	----	----	----	-25.7	小林謙一･新免歳靖(国立歴史民俗博物館)	Beta Analytic Inc.	2010	東京都台東区駒形遺跡2次出土炭化材の14C年代測定	P12-13	----	台東区埋蔵文化財発掘調査報告書55　駒形遺跡　駒形遺跡一丁目4番地点第1次調査･第2次調査	台東区文化財調査会
1865	6877	13：東京都	駒形遺跡	台東区駒形	2次調査　人骨周辺出土	炭化材(広葉樹?)	T	f	中世	----	F	Beta-201259	AMS法	360	40	----	----	----	----	-25.6	小林謙一･新免歳靖(国立歴史民俗博物館)	Beta Analytic Inc.	2010	東京都台東区駒形遺跡2次出土炭化材の14C年代測定	P12-13	----	台東区埋蔵文化財発掘調査報告書55　駒形遺跡　駒形遺跡一丁目4番地点第1次調査･第2次調査	台東区文化財調査会
1866	3860	13：東京都	駒形遺跡	台東区駒形1-4	2次,50号遺構,覆土,No.2	炭化材,	T	f	中世	----	F	Beta-201258	AMS法	420	40	----	----	-25.7	----	-25.7	学術創成研究グループ	Beta Analytic Inc.	2009	地域別測定データ	139-524	TTUD-C2	弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書	国立歴史民俗博物館
1867	7101	13：東京都	駕篭町遺跡	文京区本駒込	N-10グリッド	土壌	T	k	不明	----	A,B,C,D,E,F,G,H	PAL-324	β線法	20310	1400	----	----	----	----	----	パリノ･サーヴェイ	パリノ･サーヴェイ	2000	本遺跡の層序対比と地形変遷および古環境に関する調査	101-111	----	小石川Ⅲ　駕篭町遺跡　都立小石川高校地点　旧石器･分析編	都立学校遺跡調査会
